,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3470,FLAT 6 3/F BLOCK A HANG CHIEN COURT WYLER GARDENS,41,31/7/2018,4.8,372,444,12903,10811,7703,140
3471,NO. 8 3/F 8 KAI MING STREET KAI MING MANSION ,57,31/7/2018,5.25,607,-,8654,-,-,
3472,FLAT A 9/F HIP FAI BUILDING  ,27,30/7/2018,6.06,377,529,16074,11456,-,
3473,FLAT C 12/F WING TAK MANSION  ,41,30/7/2018,4.93,404,514,12203,9591,2274,75
3474,FLAT E 10/F METROPOLITAN RISE  ,19,30/7/2018,8,409,583,19560,13722,1655,61
3475,FLAT 1 6/F BLOCK C WEI CHIEN COURT WYLER GARDENS,41,30/7/2018,7,423,500,16548,14000,-,
3476,FLAT 5 8/F BLOCK E WEI CHIEN COURT WYLER GARDENS,41,30/7/2018,5.2,335,394,15522,13198,1618,73
3477,FLAT G 7/F GILLIES MANSION  ,56,27/7/2018,5.19,511,-,10157,-,-,
3478,FLAT F 14/F SUNG (SHUNG) YAN HOUSE  ,47,27/7/2018,4.35,347,450,12536,9667,1869,101
3479,FLAT H 17/F TOWER 3 GRAND WATERFRONT ,14,27/7/2018,6.8,360,500,18889,13600,3015,143
3480,NO. 23 (FLAT B) 4/F 23 HUNG FOOK STREET  ,63,27/7/2018,2.92,360,-,8100,-,-,
3481,FLAT H 6/F MY PLACE  ,5,27/7/2018,6.8,357,-,19048,-,1147,51
3482,NO. 28 4/F 28 KOWLOON CITY ROAD  ,60,26/7/2018,6,602,-,9967,-,-,
3483,NO. 5 1/F 5 FUNG YI STREET  ,60,26/7/2018,3.2,494,-,6478,-,-,
3484,NO. 508 6/F CHAT MA MANSION  ,61,26/7/2018,3.6,543,-,6630,-,2619,350
3485,FLAT 28 7/F BLOCK 1 PHASE 1 MEI KING MANSION,56,26/7/2018,4.6,465,-,9892,-,3145,280
3486,NO. 24 4/F 24 NGAN HON STREET  ,62,26/7/2018,4.59,-,-,-,-,6789,585
3487,FLAT F 6/F WONG TECK BUILDING  ,46,25/7/2018,3.82,269,351,14201,10883,4235,483
3488,FLAT A 9/F CHERON COURT  ,25,25/7/2018,5.87,338,560,17361,10479,1416,63
3489,NO. 24 5/F 24 PANG CHING STREET  ,61,25/7/2018,5.19,530,-,9792,-,-,
3490,NO. 2A 3/F 2A SAN LAU STREET  ,62,25/7/2018,5.8,698,-,8309,-,2413,12
3491,FLAT G 6/F TOWER 5 GRAND WATERFRONT ,14,25/7/2018,6.83,385,523,17740,13059,646,40
